,blast,rmsd
0,5g60_ligand_6.pdbq,9.044004280390894
1,6h38_ligand_3.pdbq,2.3365847387542593
2,1zog_ligand_5.pdbq,4.99689180266093
3,4i7j_ligand_7.pdbq,14.465287098199378
4,5ji8_ligand_6.pdbq,2.059382060373508
5,6gnm_ligand_7.pdbq,1.315328942611971
6,3lpi_ligand_6.pdbq,9.419941741858068
7,5gmn_ligand_6.pdbq,6.7446432379635475
8,3tkw_ligand_4.pdbq,1.969492846249656
9,3zze_ligand_5.pdbq,7.6640934254048165
10,3bu1_ligand_2.pdbq,0.8500335287504845
11,3x00_ligand_4.pdbq,2.8956593561990087
12,5ufr_ligand_3.pdbq,3.4428462104153637
13,2ogy_ligand_2.pdbq,10.716219111761482
14,3c39_ligand_7.pdbq,9.98913501844212
15,2vfk_ligand_5.pdbq,10.404849378659577
16,3n7a_ligand_8.pdbq,4.4779166510033805
17,4buq_ligand_1.pdbq,2.032556924706886
18,4agm_ligand_2.pdbq,0.8146001575415184
19,5orj_ligand_5.pdbq,6.884840971293387
20,5dlx_ligand_6.pdbq,10.204404974906273
21,5ot8_ligand_3.pdbq,9.026864620398381
22,3f5l_ligand_4.pdbq,4.150188942453647
23,3hkq_ligand_5.pdbq,4.7764331083032285
24,5mmg_ligand_7.pdbq,4.446282733716801
25,3pcf_ligand_3.pdbq,4.479307926454711
26,4ad3_ligand_6.pdbq,7.026737978102159
27,3l0v_ligand_3.pdbq,3.0903239447238104
28,3f18_ligand_6.pdbq,5.909481676240158
29,1u1w_ligand_3.pdbq,3.5187242107656815
30,2wzm_ligand_4.pdbq,10.2004801502407
31,2qg0_ligand_1.pdbq,0.2972484569535902
32,1oe8_ligand_3.pdbq,2.930887506698795
33,1w13_ligand_5.pdbq,7.748576574350378
34,4rux_ligand_1.pdbq,5.921934359860805
35,2ha2_ligand_7.pdbq,8.582238787169697
36,4ipj_ligand_3.pdbq,3.5041669480776743
37,3usx_ligand_8.pdbq,6.4941940271676515
38,1fo0_ligand_1.pdbq,19.34148766223103
39,2ylc_ligand_7.pdbq,11.15416116112428
40,1p1o_ligand_3.pdbq,1.6134116027846088
41,3cct_ligand_3.pdbq,3.5427788436173384
42,3ni5_ligand_3.pdbq,9.122036774158
43,4wkb_ligand_2.pdbq,12.747737642421106
44,4zb6_ligand_4.pdbq,7.391090240282553
45,3h5b_ligand_7.pdbq,8.450379294577386
46,1njc_ligand_3.pdbq,3.2382705999129957
47,3nw3_ligand_3.pdbq,16.50729415397067
48,1lag_ligand_7.pdbq,12.972940216722911
49,5e6o_ligand_7.pdbq,10.252495833332487
50,2cbu_ligand_8.pdbq,10.749637231605126
51,1q8w_ligand_9.pdbq,6.391532580474947
52,4i8w_ligand_3.pdbq,10.165262765463032
53,3qqs_ligand_5.pdbq,3.1109334129807404
54,3bfu_ligand_1.pdbq,0.8233040902364085
55,3evd_ligand_2.pdbq,3.466684253076175
56,3zt3_ligand_8.pdbq,4.514628671515152
57,3f16_ligand_1.pdbq,1.2014017899393878
58,2qtg_ligand_4.pdbq,4.218229224647074
59,3ryz_ligand_7.pdbq,8.54950328208431
60,1nli_ligand_7.pdbq,9.437148330686796
61,5zc5_ligand_3.pdbq,7.455476820540832
62,2jxr_ligand_5.pdbq,1.8975204975076128
63,6eqp_ligand_7.pdbq,3.9123107427485975
64,5fot_ligand_5.pdbq,2.737154854160095
65,3b27_ligand_2.pdbq,3.4205702740917343
66,3b2q_ligand_3.pdbq,1.9556382370688385
67,1ajx_ligand_5.pdbq,12.66532164256099
68,6b5q_ligand_6.pdbq,8.89407633509773
69,4ddm_ligand_8.pdbq,2.343532856607733
70,3s9e_ligand_6.pdbq,2.933003593063445
71,5yh8_ligand_5.pdbq,4.448269916495626
72,6dil_ligand_6.pdbq,14.414464130139937
73,5sz7_ligand_6.pdbq,2.676504674519975
74,2exm_ligand_8.pdbq,4.134891569813849
75,4yk0_ligand_9.pdbq,3.0417437761915456
76,2yk1_ligand_7.pdbq,2.4079503732427705
77,4rd0_ligand_7.pdbq,8.66264439825324
78,4kn0_ligand_8.pdbq,10.527001899876337
79,2jdu_ligand_9.pdbq,4.459539849207165
80,5dqc_ligand_9.pdbq,7.6393905761520005
81,5ula_ligand_6.pdbq,7.618728411430798
82,4nl1_ligand_7.pdbq,4.113625797274224
83,5lom_ligand_2.pdbq,2.515683433568507
84,5kcb_ligand_6.pdbq,2.7375938731458533
85,3vvy_ligand_2.pdbq,5.181873206531729
86,3iss_ligand_4.pdbq,3.22557114012387
87,1q54_ligand_7.pdbq,12.921441273644179
88,6ex1_ligand_1.pdbq,1.7809022993976964
89,1iiq_ligand_8.pdbq,10.716434197905233
90,5ko1_ligand_1.pdbq,0.2643745449168662
91,5eei_ligand_7.pdbq,7.4683218359585
92,1ppc_ligand_6.pdbq,4.433690485992612
93,4rfr_ligand_3.pdbq,5.594207160983583
94,1o2r_ligand_4.pdbq,4.403751529027468
95,1d4p_ligand_5.pdbq,7.269213751328269
96,3ozj_ligand_1.pdbq,0.9918027204861036
97,6hmg_ligand_2.pdbq,2.442061826954155
98,3r88_ligand_2.pdbq,1.0473696517944369
99,1yvm_ligand_6.pdbq,2.3059567501003424
100,4n6g_ligand_2.pdbq,2.8377600195526447
101,1w3k_ligand_4.pdbq,6.3552975214545935
102,1erb_ligand_3.pdbq,1.4942254582224197
103,1k1j_ligand_9.pdbq,10.416386847289273
104,4bcp_ligand_8.pdbq,8.086973361342228
105,1nhu_ligand_4.pdbq,1.918434833952202
106,1k1i_ligand_7.pdbq,8.0114935744019
107,4ge1_ligand_1.pdbq,0.9269178766212236
108,4j7d_ligand_8.pdbq,6.709891827954989
109,6gg4_ligand_2.pdbq,1.8125859795698913
110,5ev8_ligand_8.pdbq,4.37803123180576
111,4mrz_ligand_1.pdbq,3.6261416663742447
112,6hrq_ligand_9.pdbq,7.590042735057557
113,6czc_ligand_1.pdbq,8.64948617903343
114,4ufh_ligand_8.pdbq,3.4781210253047066
115,2qhz_ligand_4.pdbq,3.9243930892620353
116,6b1k_ligand_3.pdbq,2.989637182000518
117,4m0f_ligand_1.pdbq,0.7157707733625338
118,4j3l_ligand_2.pdbq,1.7896150324261682
119,4ddh_ligand_1.pdbq,1.0608299266769077
